id,ime_in_priimek,državljanstvo,ocena,potencial,starost,iskanja,klub 
200110,Marco Bizot,Netherlands,79,80,29,1,AZ
200138,Michael Hector,Jamaica,72,74,28,1,Fulham
200145,Casemiro,Brazil,89,89,28,31,Real Madrid
200155,Hans Vanaken,Belgium,78,78,28,2,Club Brugge KV
200159,Stefan Ortega,Germany,75,78,27,1,DSC Arminia Bielefeld
200197,Nicolás Blandi,Argentina,71,71,30,1,Colo-Colo
200206,Alan Patrick,Brazil,73,73,29,0,Shakhtar Donetsk
200212,Michael Esser,Germany,74,74,32,0,Hannover 96
200215,Sebastian Rode,Germany,77,77,30,0,Eintracht Frankfurt
200223,Adam Maher,Netherlands,75,76,27,3,FC Utrecht
200228,Bruno,Spain,74,74,30,0,R. Valladolid CF
200260,Steven Berghuis,Netherlands,82,82,28,5,Feyenoord
200275,Youness Mokhtar,Morocco,71,71,29,0,Columbus Crew SC
200302,Graeme Shinnie,Scotland,72,72,29,0,Derby County
200315,Cristian Tello,Spain,78,78,29,8,Real Betis Balompié
200316,Timo Horn,Germany,77,80,27,2,1. FC Köln
200318,Mark Uth,Germany,76,76,29,0,FC Schalke 04
200322,Soares,Brazil,73,73,31,1,FC CFR 1907 Cluj
200332,Tomáš Koubek,Czech Republic,72,74,28,0,FC Augsburg
200353,Adama Soumaoro,France,76,77,28,3,LOSC Lille
200389,Jan Oblak,Slovenia,91,93,27,23,Atlético de Madrid
200408,Ben Gibson,England,71,73,27,2,Norwich City
200429,Benito Raman,Belgium,74,77,25,0,FC Schalke 04
200433,Lukas Hinterseer,Austria,72,72,29,2,Hamburger SV
200438,Guilherme,Brazil,74,74,29,0,Göztepe SK
200443,Barry Douglas,Scotland,71,71,31,1,Blackburn Rovers
200446,Camilo,Brazil,73,73,32,0,Mazatlán Fútbol Club
200454,Paco Alcácer,Spain,81,82,27,5,Villarreal CF
200458,Lucas Digne,France,84,85,27,13,Everton
200463,Tim Melia,United States,73,73,34,1,Sporting Kansas City
200473,Steven Skrzybski,Germany,71,72,27,0,FC Schalke 04
200478,Jeff Hendrick,Republic of Ireland,75,75,28,2,Newcastle United
200519,Pulido,Spain,75,76,29,3,SD Huesca
200529,Nacer Chadli,Belgium,78,78,31,3,İstanbul Başakşehir FK
200532,Kristof D'Haene,Belgium,72,72,30,0,KV Kortrijk
200536,Nico Schulz,Germany,80,81,27,4,Borussia Dortmund
200577,Lee Yong,Korea Republic,73,73,33,1,Jeonbuk Hyundai Motors
200588,Hong Jeong Ho,Korea Republic,72,72,31,0,Jeonbuk Hyundai Motors
200601,Yoon Bit Garam,Korea Republic,71,71,30,0,Ulsan Hyundai Horang-i
200607,Christopher Schindler,Germany,73,73,30,0,Huddersfield Town
200610,Kevin Volland,Germany,81,81,28,8,AS Monaco
200630,James Forrest,Scotland,76,76,29,0,Celtic
200641,Yevhen Konoplyanka,Ukraine,75,75,31,2,Shakhtar Donetsk
200647,Josip Iličić,Slovenia,84,84,32,16,Atalanta
200672,Zhang Linpeng,China PR,71,71,31,2,Guangzhou Evergrande Taobao FC
200677,Pedro Mendes,Portugal,77,77,30,0,Montpellier Hérault SC
200683,Osama Rashid,Iraq,71,71,28,0,Santa Clara
200713,Soner Aydoğdu,Turkey,71,71,29,0,Göztepe SK
200715,Adam Davies,Wales,71,74,28,0,Stoke City
200724,Nacho Fernández,Spain,80,80,30,6,Real Madrid
200726,Benjamin Lecomte,France,80,81,29,4,AS Monaco
200746,John Lundstram,England,76,78,26,3,Sheffield United
200752,Juan Jesus,Brazil,74,74,29,5,Roma
200759,Jeffrey Schlupp,Ghana,75,75,27,6,Crystal Palace
200773,Alhassan Wakaso,Ghana,73,74,28,0,Vitória Guimarães
200778,Cyrus Christie,Republic of Ireland,71,71,28,0,Nottingham Forest
200798,Marafona,Portugal,73,73,33,0,Alanyaspor
200818,Bruno Uvini,Brazil,71,72,29,2,Al Ittihad
200826,Mauro Quiroga,Argentina,75,75,30,0,Club Atlético de San Luis
200841,Carl Jenkinson,England,71,71,28,1,Nottingham Forest
200855,George Baldock,England,77,78,27,2,Sheffield United
200857,Moritz Leitner,Germany,72,73,27,0,Norwich City
200875,Emmanuel Gigliotti,Argentina,73,73,33,0,Club León
200888,Danilo Pereira,Portugal,82,82,29,6,Paris Saint-Germain
200911,Bogdan Stancu,Romania,73,73,33,2,Gençlerbirliği SK
200949,Lucas Moura,Brazil,82,82,28,17,Tottenham Hotspur
201013,Łukasz Teodorczyk,Poland,72,72,29,1,Sporting Charleroi
201024,Kalidou Koulibaly,Senegal,88,88,29,22,Napoli
201041,Lionel Carole,France,73,73,29,0,RC Strasbourg Alsace
201042,Djibril Sidibé,France,77,77,28,2,AS Monaco
201043,Brecht Dejaegere,Belgium,71,71,29,1,Toulouse FC
201046,Riccardo Saponara,Italy,75,75,28,2,Fiorentina
201049,Lorenzo Tonelli,Italy,74,74,30,1,Sampdoria
201066,Dominik Kaiser,Germany,72,72,32,0,Hannover 96
201073,Nicolas De Préville,France,75,75,29,1,FC Girondins de Bordeaux
201093,Nick Powell,England,71,74,26,0,Stoke City
201095,Agustín Marchesín,Argentina,82,82,32,3,FC Porto
201118,Cédric,Portugal,76,76,29,0,Arsenal
201119,Ismaily,Brazil,81,81,30,6,Shakhtar Donetsk
201122,Tomáš Kalas,Czech Republic,71,74,27,0,Bristol City
201136,Maxime Colin,France,73,73,28,0,Birmingham City
201143,Aïssa Mandi,Algeria,79,80,29,3,Real Betis Balompié
201144,Milan Badelj,Croatia,76,76,31,2,Genoa
201145,Mickaël Le Bihan,France,71,71,30,0,AJ Auxerre
201153,Morata,Spain,82,83,28,15,Juventus
201155,Ravel Morrison,England,72,72,27,2,ADO Den Haag
201163,Michal Frydrych,Czech Republic,71,71,30,0,Wisła Kraków
201215,Ladislav Krejčí,Czech Republic,72,72,28,3,Sparta Praha
201223,Afriyie Acquah,Ghana,72,72,28,0,Yeni Malatyaspor
201240,Tom Barkhuizen,England,72,72,27,3,Preston North End
201262,Vladimír Darida,Czech Republic,77,77,30,0,Hertha Berlin
201266,Kasper Kusk,Denmark,71,71,28,1,Aalborg BK
201269,Frederik Rønnow,Denmark,76,78,28,0,FC Schalke 04
201285,Christian Gytkjær,Denmark,73,73,30,0,AC Monza
201290,Robert Žulj,Austria,71,71,28,0,VfL Bochum 1848
201303,Rasmus Falk,Denmark,76,76,28,0,FC København
201304,Bashkim Kadrii,Denmark,71,71,29,0,Al Fateh
201305,Gabriel Paulista,Brazil,82,83,29,3,Valencia CF
201315,Pablo,Brazil,78,79,29,0,FC Girondins de Bordeaux
201325,Ciprian Tătărușanu,Romania,78,78,34,4,Milan
201335,Federico Santander,Paraguay,71,71,29,0,Bologna
201342,Frederik Sørensen,Denmark,71,73,28,3,1. FC Köln
201343,Toni Šunjić,Bosnia & Herzegovina,74,74,31,1,Henan Jianye FC
201368,Kenny McLean,Scotland,72,72,28,0,Norwich City
201377,Jeison Murillo,Colombia,77,79,28,5,RC Celta
201389,Cristiano Biraghi,Italy,75,75,28,0,Fiorentina
201399,Mauro Icardi,Argentina,85,86,27,18,Paris Saint-Germain
201400,Rafinha,Brazil,79,80,27,14,Paris Saint-Germain
201417,Matt Doherty,Republic of Ireland,81,81,28,14,Tottenham Hotspur
201438,Hannes Van Der Bruggen,Belgium,72,74,27,1,KV Kortrijk
201454,Faouzi Ghoulam,Algeria,79,79,29,3,Napoli
201455,Geoffrey Kondogbia,Central African Rep.,79,80,27,18,Valencia CF
201505,David López,Spain,76,76,31,0,RCD Espanyol
201508,Gastón Ramírez,Uruguay,77,77,29,4,Sampdoria
201509,Juankar,Spain,71,71,30,0,Panathinaikos FC
201510,Layvin Kurzawa,France,77,77,28,6,Paris Saint-Germain
201519,Jordan Veretout,France,79,81,27,3,Roma
201528,Kim Young Gwon,Korea Republic,71,71,30,1,Gamba Osaka
201530,Bruno Martella,Italy,71,71,28,0,Brescia
201533,Paul-Georges Ntep,Cameroon,71,71,28,3,En Avant Guingamp
201535,Raphaël Varane,France,86,88,27,26,Real Madrid
201549,Nemanja Nikolić,Hungary,71,71,32,1,Free Agents
201818,Ahmed Musa,Nigeria,73,73,28,14,Al Nassr
201858,Nicola Sansone,Italy,75,75,29,0,Bologna
201860,Ermin Bičakčić,Bosnia & Herzegovina,76,76,30,0,TSG Hoffenheim
201862,Marcos Rojo,Argentina,75,75,30,3,Manchester United
201877,Mats Møller Dæhli,Norway,72,75,25,0,KRC Genk
201878,Valentin Eysseric,France,73,73,28,1,Fiorentina
201884,Robbie Brady,Republic of Ireland,75,75,28,1,Burnley
201887,Daniel Johnson,Jamaica,74,74,28,1,Preston North End
201893,Recio,Spain,74,74,29,0,SD Eibar
201908,Andre Wisdom,England,71,72,27,0,Derby County
201922,Martin Hinteregger,Austria,80,82,28,6,Eintracht Frankfurt
201931,Gabriel,Brazil,76,78,28,1,Lecce
201936,Kim Jin Hyeon,Korea Republic,73,73,33,0,Cerezo Osaka
201938,Anthony Limbombe,Belgium,73,74,26,2,FC Nantes
201939,Cristiano Piccini,Italy,76,76,28,1,Atalanta
201942,Roberto Firmino,Brazil,87,87,29,33,Liverpool
201943,Andreas Cornelius,Denmark,75,76,27,2,Parma
201953,Juan Sánchez Miño,Argentina,75,75,30,0,Elche CF
201956,Salif Sané,Senegal,79,79,30,4,FC Schalke 04
201971,Akihiro Ienaga,Japan,73,73,34,0,Kawasaki Frontale
201976,Alfred Gomis,Senegal,76,78,27,1,Stade Rennais FC
201982,Jonathan Schmid,France,77,77,30,1,Sport-Club Freiburg
201988,Federico Fernández,Argentina,77,77,31,0,Newcastle United
201995,Felipe Anderson,Brazil,81,81,27,12,FC Porto
202002,Loïck Landre,France,71,73,28,2,Nîmes Olympique
202017,Onel Hernández,Germany,73,73,27,0,Norwich City
202024,Remo Freuler,Switzerland,78,78,28,3,Atalanta
202035,Nicolas Benezet,France,72,72,29,1,Colorado Rapids
202048,Conor Coady,England,79,81,27,3,Wolverhampton Wanderers
202054,Naldo,Brazil,74,74,32,0,Antalyaspor
202061,Jasmin Kurtić,Slovenia,74,74,31,2,Parma
202076,Zarek Valentin,Puerto Rico,71,71,29,1,Houston Dynamo
202078,Darlington Nagbe,United States,75,75,30,1,Columbus Crew SC
202087,Johannes Geis,Germany,73,75,27,0,1. FC Nürnberg
202088,Felix Klaus,Germany,74,74,28,0,VfL Wolfsburg
202089,Luis Mejía,Panama,76,78,29,0,Club Nacional de Football
202101,Ola John,Netherlands,71,71,28,1,RKC Waalwijk
202107,Alfredo Morales,United States,72,72,30,1,Fortuna Düsseldorf
202126,Harry Kane,England,88,89,27,30,Tottenham Hotspur
202135,Stefano Sturaro,Italy,72,73,27,1,Genoa
202151,Konstantinos Stafylidis,Greece,74,74,26,0,TSG Hoffenheim
202157,Aziz Behich,Australia,72,72,29,1,Kayserispor
202166,Julian Draxler,Germany,80,81,27,14,Paris Saint-Germain
202184,Joao Plata,Ecuador,71,71,28,1,Deportivo Toluca
202201,Jeffrey Gouweleeuw,Netherlands,76,76,29,2,FC Augsburg
202282,Stuart Armstrong,Scotland,76,76,28,2,Southampton
202316,Timmy Chandler,United States,74,74,30,2,Eintracht Frankfurt
202325,Diego Demme,Germany,78,79,28,0,Napoli
202330,Abdoulay Diaby,Mali,75,75,29,1,Getafe CF
202331,Facundo Quignon,Argentina,73,74,27,0,Club Atlético Lanús
202335,Eric Dier,England,79,81,26,12,Tottenham Hotspur
202356,Ziya Erdal,Turkey,72,72,32,0,Demir Grup Sivasspor
202371,Thomas Meunier,Belgium,81,81,29,9,Borussia Dortmund
202408,Aden Flint,England,71,71,31,0,Sheffield Wednesday
202429,Danny da Costa,Germany,78,79,27,2,Eintracht Frankfurt
202445,Rodrigo Ely,Brazil,75,79,26,0,D. Alavés
202451,Luděk Pernica,Czech Republic,71,71,30,0,Viktoria Plzeň
202477,Deulofeu,Spain,80,81,26,10,Udinese
202489,Dimitri Bisoli,Italy,71,73,26,0,Brescia
202493,Aleix Vidal,Spain,77,77,31,1,Sevilla FC
202501,David Juncà,Spain,72,75,26,1,RC Celta
202515,Jesé,Spain,72,72,27,7,Paris Saint-Germain
202539,Leigh Griffiths,Scotland,72,72,30,0,Celtic
202541,Jota,Spain,72,72,29,0,D. Alavés
202556,Memphis Depay,Netherlands,84,87,26,49,Olympique Lyonnais
202562,Jérôme Roussillon,France,80,81,27,8,VfL Wolfsburg
202601,Hatem Abd Elhamed,Israel,71,71,29,0,Celtic
202642,Fernando,Brazil,79,80,28,2,Beijing Sinobo Guoan FC
202648,Sergi Darder,Spain,77,79,26,0,RCD Espanyol
202651,Suso,Spain,81,81,26,7,Sevilla FC
202652,Raheem Sterling,England,88,90,25,21,Manchester City
202676,Adam Taggart,Australia,71,71,27,0,Suwon Samsung Bluewings
202678,Josh Risdon,Australia,72,72,28,0,Western United FC
202685,Simone Zaza,Italy,77,77,29,0,Torino
202686,Nahki Wells,Bermuda,72,72,30,0,Bristol City
202695,James Tarkowski,England,80,81,27,6,Burnley
202697,Jack Stephens,England,75,79,26,1,Southampton
202746,Thulani Serero,South Africa,72,72,30,0,Free Agents
202750,Willy Boly,France,80,80,29,8,Wolverhampton Wanderers
202789,Alexander Schwolow,Germany,79,81,28,2,Hertha Berlin
202811,Emiliano Martínez,Argentina,78,81,28,7,Aston Villa
202848,Gianluca Caprari,Italy,74,75,27,1,Benevento
202849,Jannik Vestergaard,Denmark,77,78,28,6,Southampton
202851,Gregoire Defrel,France,76,76,29,3,Sassuolo
202857,Karim Bellarabi,Germany,82,82,30,8,Bayer 04 Leverkusen
202858,Fabián Castillo,Colombia,75,75,28,2,Club Tijuana
202873,Kevin Müller,Germany,73,73,29,0,1. FC Heidenheim 1846
202882,Thievy Bifouma,Congo,74,74,28,0,Shenzhen Kaisa
202884,Leonardo Spinazzola,Italy,78,78,27,8,Roma
202934,Ogenyi Onazi,Nigeria,74,75,27,2,SønderjyskE
202935,Álvaro,Spain,79,79,30,1,Olympique de Marseille
202944,Oscar Hiljemark,Sweden,72,72,28,1,Aalborg BK
202986,Sin Jin Ho,Korea Republic,71,71,32,0,Ulsan Hyundai Horang-i
203030,Robin Knoche,Germany,76,78,28,2,1. FC Union Berlin
203038,Lucas Piazón,Brazil,71,72,26,5,Rio Ave FC
203042,Jack Butland,England,73,76,27,13,Crystal Palace
203067,Diego Chará,Colombia,75,75,34,2,Portland Timbers
203106,Leonardo Bittencourt,Germany,77,78,26,2,SV Werder Bremen
203128,Thomas Monconduit,France,72,72,29,0,FC Lorient
203177,Dimitri Foulquier,France,77,77,27,1,Granada CF
203263,Harry Maguire,England,82,85,27,23,Manchester United
203276,Héber,Brazil,71,71,29,0,New York City FC
203280,Valère Germain,France,74,74,30,0,Olympique de Marseille
203299,André Carrillo,Peru,79,79,29,6,Al Hilal
203362,Mohamed Elyounoussi,Norway,75,76,26,5,Celtic
203376,Virgil van Dijk,Netherlands,90,91,29,46,Liverpool
203393,Eddy Gnahoré,France,73,75,26,1,Wuhan Zall Professional FC
203435,Ismaël Diomandé,Ivory Coast,72,73,28,0,Çaykur Rizespor
203483,Davy Klaassen,Netherlands,77,78,27,6,Ajax
203485,Terence Kongolo,Netherlands,71,76,26,4,Fulham
203486,Thorgan Hazard,Belgium,83,83,27,16,Borussia Dortmund
203487,Jamaal Lascelles,England,77,81,26,7,Newcastle United
203502,Bobby Decordova-Reid,Jamaica,72,73,27,0,Fulham
203505,Joe Bryan,England,74,75,27,2,Fulham
203537,Sammy Ameobi,England,72,72,28,0,Nottingham Forest
203544,Chris Löwe,Germany,71,71,31,1,SG Dynamo Dresden
203551,Alessandro Florenzi,Italy,81,81,29,9,Paris Saint-Germain
203570,Stuart Dallas,Northern Ireland,73,73,29,3,Leeds United
203574,John Stones,England,80,83,26,16,Manchester City
203581,Iván Balliu,Albania,73,73,28,0,UD Almería
203590,Florian Hübner,Germany,72,73,29,2,1. FC Union Berlin
203604,David Pavelka,Czech Republic,72,72,29,0,Sparta Praha
203605,Pavel Kadeřábek,Czech Republic,80,80,28,2,TSG Hoffenheim
203624,Ognjen Vranješ,Bosnia & Herzegovina,71,71,31,0,RSC Anderlecht
203633,Massimo Bruno,Belgium,73,74,27,0,Sporting Charleroi
203668,Alfredo Donnarumma,Italy,73,73,29,1,Brescia
203725,Virgil Misidjan,Netherlands,72,72,27,0,1. FC Nürnberg
203736,Stéphane Bahoken,Cameroon,74,74,28,0,Angers SCO
203741,Thomas Delaine,France,73,73,28,0,FC Metz
203747,Héctor Bellerín,Spain,80,85,25,24,Arsenal
203751,Conor Townsend,England,71,72,27,0,West Bromwich Albion
203757,Zé Luís,Cape Verde,77,77,29,1,Lokomotiv Moskva
203766,Ahmed El Shenawy,Egypt,72,73,29,2,Free Agents
203775,Loris Karius,Germany,78,81,27,11,1. FC Union Berlin
203782,Ahmad Benali,Libya,71,71,28,0,Crotone
203783,Tommy Smith,England,72,72,28,0,Stoke City
203796,Felipe Gutiérrez,Chile,74,74,30,1,Sporting Kansas City
203801,Francisco Silva,Chile,72,72,34,0,Universidad Católica
203841,Nick Pope,England,82,83,28,25,Burnley
203843,Damián Suárez,Uruguay,80,80,32,1,Getafe CF
203864,Bruno Zuculini,Argentina,73,76,27,1,River Plate
203872,Gabriel Hauche,Argentina,75,75,33,0,Argentinos Juniors
203884,Koffi Djidji,Ivory Coast,72,74,27,1,Crotone
203886,Adrien Trebel,France,73,73,29,1,RSC Anderlecht
203888,Eric Botteghin,Brazil,73,73,33,1,Feyenoord
203890,Šime Vrsaljko,Croatia,80,80,28,4,Atlético de Madrid
203895,Pozuelo,Spain,79,79,29,1,Toronto FC
203903,Lucas Andersen,Denmark,76,77,26,2,Aalborg BK
203910,Anthony Knockaert,France,74,74,28,0,Nottingham Forest
203965,Viktor Fischer,Denmark,74,75,26,3,FC København
203980,Konstantinos Fortounis,Greece,77,77,28,0,Olympiacos CFP
204024,Christoph Kramer,Germany,78,78,29,0,Borussia Mönchengladbach
204030,Stelios Kitsiou,Greece,72,73,27,0,MKE Ankaragücü
204043,Emir Dilaver,Austria,72,72,29,0,Çaykur Rizespor
204077,M'Baye Niang,Senegal,78,81,25,6,Stade Rennais FC
204082,John Brooks,United States,76,78,27,5,VfL Wolfsburg
204092,Janis Blaswich,Germany,73,75,29,0,Heracles Almelo
204102,Yassin Ayoub,Morocco,71,73,26,0,Panathinaikos FC
204105,Kenny Lala,France,79,79,29,2,RC Strasbourg Alsace
204120,Tomáš Vaclík,Czech Republic,82,82,31,2,Sevilla FC
204121,Jakub Brabec,Czech Republic,74,76,28,0,Viktoria Plzeň
204125,Jan Bořil,Czech Republic,78,78,29,2,SK Slavia Praha
204193,Tom Trybull,Germany,72,73,27,0,Blackburn Rovers
204215,Adam Reach,England,71,71,27,3,Sheffield Wednesday
204226,Darío Lezcano,Paraguay,74,74,30,1,Fútbol Club Juárez
204233,Charly Musonda,Belgium,73,79,24,38,Chelsea
204234,Edgar Badía,Spain,74,77,28,2,Elche CF
204240,Baptiste Reynet,France,75,75,29,1,Nîmes Olympique
204246,Marcus Bettinelli,England,71,73,28,0,Middlesbrough
204247,Kerim Frei,Turkey,72,73,26,2,İstanbul Başakşehir FK
204259,Santiago Arias,Colombia,81,81,28,6,Bayer 04 Leverkusen
204277,Roque Mesa,Spain,77,77,31,0,R. Valladolid CF
204289,Saido Berahino,Burundi,71,72,27,4,Sporting Charleroi
204308,Hendrik Van Crombrugge,Belgium,77,79,27,0,RSC Anderlecht
204311,Kurt Zouma,France,80,83,26,47,Chelsea
204320,Xavier Mercier,France,72,72,31,0,Oud-Heverlee Leuven
204341,Luís Neto,Portugal,75,75,32,1,Sporting CP
204346,Fede Vico,Spain,74,77,26,0,Granada CF
204352,Dino Arslanagic,Belgium,72,74,27,0,KAA Gent
204355,Paul Dummett,Wales,75,76,29,1,Newcastle United
204366,Jürgen Locadia,Netherlands,74,77,26,3,FC Cincinnati
204372,Emrah Başsan,Turkey,71,71,28,0,BB Erzurumspor
204385,Santiago García,Uruguay,76,76,30,1,Godoy Cruz
204387,Juan Carlos,Spain,73,73,29,1,SD Huesca
204399,Eran Zahavi,Israel,81,81,33,6,PSV
204401,Diogo Figueiras,Portugal,74,74,29,2,SC Braga
204451,Koray Günter,Germany,73,78,26,1,Hellas Verona
204464,Joe Ralls,England,72,73,27,2,Cardiff City
204472,Bouna Sarr,France,77,77,28,7,FC Bayern München
204485,Riyad Mahrez,Algeria,85,85,29,23,Manchester City
204493,Raphael Holzhauser,Austria,73,74,27,0,K Beerschot VA
204496,Patrick Bauer,Germany,73,75,27,2,Preston North End
204497,Kevin Stöger,Austria,76,77,27,1,1. FSV Mainz 05
204513,Maxime Dupé,France,71,73,27,0,Toulouse FC
204523,Rubén Pardo,Spain,72,72,28,0,CD Leganés
204525,Iñigo Martínez,Spain,80,81,29,5,Athletic Club
204526,Hervías,Spain,73,73,27,1,R. Valladolid CF
204529,Michy Batshuayi,Belgium,77,78,27,10,Crystal Palace
204538,Raúl Ruidíaz,Peru,77,77,30,3,Seattle Sounders FC
204539,Luis Advíncula,Peru,74,74,30,10,Rayo Vallecano
204542,Yoshimar Yotún,Peru,72,72,30,1,Cruz Azul
204549,Davy Roef,Belgium,72,75,26,0,KAA Gent
204555,Ricardo Álvarez,Argentina,71,71,32,0,Vélez Sarsfield
204612,Ole Kristian Selnæs,Norway,74,77,26,1,Shenzhen Kaisa
204614,Mário Rui,Portugal,79,79,29,3,Napoli
204638,Willi Orban,Hungary,79,81,27,5,RB Leipzig
204639,Stefan Savić,Montenegro,81,82,29,6,Atlético de Madrid
204688,Stefan Schwab,Austria,71,71,30,0,PAOK
204691,Mauricio Pereyra,Uruguay,76,76,30,2,Orlando City Soccer Club
204699,Lorenzo Melgarejo,Paraguay,73,73,30,0,Racing Club
204713,Joel Campbell,Costa Rica,74,74,28,1,Club León
204738,Renato Ibarra,Ecuador,75,75,29,0,Club Atlas
204757,Toño García,Spain,76,76,30,0,Levante UD
204760,Charlie Taylor,England,77,78,27,1,Burnley
204771,Rafael Baca,Mexico,71,71,31,0,Cruz Azul
204776,Toni Leistner,Germany,73,73,30,0,Hamburger SV
204830,Vadillo,Spain,74,75,26,0,RCD Espanyol
204838,Raúl Jiménez,Mexico,84,84,29,30,Wolverhampton Wanderers
204863,Iván Sánchez,Spain,74,74,28,1,Birmingham City
204876,Clerc,Spain,76,76,28,2,Levante UD
204883,Brice Samba,Congo,75,79,26,2,Nottingham Forest
204884,Benjamin Mendy,France,81,84,26,15,Manchester City
204886,Prince Gouano,France,71,73,26,0,Amiens SC
204895,Billel Omrani,France,71,72,27,0,FC CFR 1907 Cluj
204904,Moritz Bauer,Austria,71,71,28,0,Stoke City
204923,Marcel Sabitzer,Austria,84,86,26,22,RB Leipzig
204935,Jordan Pickford,England,81,84,26,25,Everton
204936,John Egan,Republic of Ireland,78,80,28,5,Sheffield United
204943,Luo Guofu,China PR,75,75,32,1,Guangzhou Evergrande Taobao FC
204963,Carvajal,Spain,86,86,28,10,Real Madrid
204966,Adrián Ortolá,Spain,71,74,27,1,CD Tenerife
204970,Florian Thauvin,France,82,82,27,9,Olympique de Marseille
204977,Iván Piris,Paraguay,74,74,31,0,Club Libertad
205069,Juan Bernat,Spain,83,84,27,14,Paris Saint-Germain
205070,Portu,Spain,83,83,28,10,Real Sociedad
205073,Filip Kiss,Slovakia,71,71,30,0,Ettifaq FC
205081,Diego Oliveira,Brazil,73,73,30,1,F.C. Tokyo
205083,Fayçal Fajr,Morocco,75,75,32,0,Demir Grup Sivasspor
205114,Takashi Inui,Japan,78,78,32,0,SD Eibar
205124,Edigar Junio,Brazil,71,71,29,1,Yokohama F・Marinos
205175,Arkadiusz Milik,Poland,81,84,26,13,Napoli
205186,Paulo Gazzaniga,Argentina,77,80,28,4,Tottenham Hotspur
205188,Rachid Alioui,Morocco,72,72,28,1,Angers SCO
205192,Denis Suárez,Spain,78,79,26,3,RC Celta
205193,Karim Rekik,Netherlands,75,79,25,1,Sevilla FC
